latitude,longitude,avg_convenience_dist,avg_transit_distance,avg_school_distance
49.2196837,-123.0121476,1.817946973522762,,1.8569605864657879
49.2493272,-122.9073399,,0.9184995952597332,
49.2804279,-122.982896,,,2.106431962652956
49.2189135,-122.9501669,2.7635036893009652,,2.556093888181279
49.2530801,-122.8945553,,1.156881089541055,
49.224725,-122.9392707,,,
49.2652591,-123.0046757,2.046316890093473,,2.281722973472646
49.2390924,-122.9066984,,1.5568291825906717,
49.2258626,-123.0074036,1.9618960018775082,,1.56206282908897
49.2722766,-122.9800043,2.3534669166350253,,2.504051758544421
49.2322488,-122.9212089,,2.4854654707723576,
49.2501393,-122.8940917,,1.0377875495008186,
49.2392648,-122.9067708,,1.5416793622105,
49.2132125,-122.9963643,1.303113749232264,,1.1994471598593934
49.2263362,-123.0066066,1.9466063411059753,,1.5422196279818394
49.2759356,-123.020408,2.9319385755169507,,1.7251637510572246
49.231533,-123.010436,1.753613803578699,,2.0977388448171204
49.2651874,-122.9927837,2.616117498296619,,2.155141392963783
49.2661042,-123.012536,1.904717361175751,,2.0290229820610493
49.2234189,-122.9921505,1.5505654386592267,,0.8092759916318781
49.2193551,-122.9492072,2.8237583608466066,,2.6317369536904427
49.2174847,-122.9845462,0.6971791367691657,,0.8318606398699502
49.2145617,-122.9572539,2.4135906156559965,,2.0273284796874966
49.2523484,-122.9483578,0.8936322538312435,2.200644471828165,2.419503107076692
49.2664757,-122.9815047,1.9877329383054883,,2.1601639146139053
49.226852,-122.965908,1.619373907042636,,2.305566512264567
49.2804279,-122.982896,,,2.106431962652956
49.2804279,-122.982896,,,2.106431962652956
49.2299087,-122.9995356,1.9390163914806398,,1.9975750645918058
49.2247777,-122.9950614,1.5411289963600487,,1.8839664301604788
49.2189135,-122.9501669,2.7635036893009652,,2.556093888181279
49.2189135,-122.9501669,2.7635036893009652,,2.556093888181279
49.2250022,-123.0055424,2.0118301170578516,,1.527809992110537
49.2653451,-122.9953721,2.644210820544443,,2.13658475874533
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2630386,-123.0110384,1.6160804657351255,,2.2189718003102668
49.2388586,-122.9975533,2.053667138902714,,2.097267506434109
49.2629537,-123.0081528,1.6977685206301465,,2.221754744813583
49.2695806,-122.9658352,1.5867277127355928,,2.465579500592255
49.2145391,-122.9712408,1.5449338906585954,,1.7384114314479582
49.2474518,-122.898033,,0.9182977317514118,
49.224346,-122.9937729,1.54201598862292,,1.5298976839673453
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2232931,-123.011424,2.0880988094607824,,1.706077414864836
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2596626,-123.0230939,1.1527255878923988,,2.121731587999662
49.20835,-122.960549,2.5823422954664172,,1.9747343157166146
49.2358035,-123.0183943,1.6486637314219774,,1.8795928685414105
49.2504079,-123.0214499,1.120245228468523,,1.835035886530302
49.2250022,-123.0055424,2.0118301170578516,,1.527809992110537
49.2653451,-122.9953721,2.644210820544443,,2.13658475874533
49.2105261,-122.9521184,2.948720707984023,,2.4704313383996506
49.2651903,-122.9927966,2.616370785557087,,2.1551107421313733
49.266706,-122.990964,2.698032358183674,,2.246378961194131
49.2651903,-122.9927966,2.616370785557087,,2.1551107421313733
49.2281534,-123.0024659,1.9261480990566042,,1.8012280166167345
49.286609,-123.003485,,,0.8256289821422784
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2364164,-122.9483089,2.315545823554941,2.9269689161059698,2.4722529292735618
49.26584,-123.0140792,1.8496862007266799,,2.0087104008844765
49.2282319,-123.0035719,1.9103416984480024,,1.8218111037559068
49.2301678,-122.9974459,1.9787299200798485,,1.986886165941106
49.26584,-123.0140792,1.8496862007266799,,2.0087104008844765
49.2634236,-122.9977824,2.55443086977477,,2.055094771688533
49.2648732,-123.0094351,1.8491386595429715,,2.248550920842195
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.26584,-123.0140792,1.8496862007266799,,2.0087104008844765
49.2652509,-122.9949842,2.635494332119257,,2.135906014862301
49.2290895,-122.9112923,,2.589061956791787,
49.2660078,-122.9968197,2.6973987768107346,,2.153118427593414
49.2803896,-123.0080735,,,1.5605312335241046
49.2683381,-122.9499418,1.537902700034102,2.813881669503774,2.784262906340609
49.2193551,-122.9492072,2.8237583608466066,,2.6317369536904427
49.224549,-122.990066,1.545083248934165,,1.913618846137004
49.223997,-122.956378,2.2671035826077808,,2.2657781409930338
49.2244388,-123.0029375,1.5625925568409644,,1.4878813335212724
49.2643581,-123.009297,1.8006618864807946,,2.2398414366505155
49.275417,-122.9531134,2.2116743526794447,,
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.222797,-122.9865126,0.10508932728422068,,0.9001009672562689
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2660125,-122.9924947,2.6638715413224165,,2.1936131752899644
49.2147596,-122.9534353,2.6610640364442957,,2.3024863803761453
49.2256248,-123.0048434,1.9887969440820843,,1.5055473083266513
49.2199466,-122.9547483,2.4159791966674167,,2.245932866355176
49.227468,-122.939886,,,
49.2234743,-123.0006669,1.5749947154096295,,1.4927663923584156
49.2775465,-122.9100341,,2.6972825636715334,
49.2305924,-122.9543649,2.6915696476648643,,2.692156131515425
49.2470134,-122.8988197,,0.9370203145835198,
49.2652509,-122.9949842,2.635494332119257,,2.135906014862301
49.2227754,-122.9922157,1.5678063593396192,,0.8005540107658891
49.2760448,-122.9833193,2.830878753562157,,2.655589738607367
49.2189135,-122.9501669,2.7635036893009652,,2.556093888181279
49.2192361,-122.9867791,0.4702529124039667,,0.8116496661402304
49.2775465,-122.9100341,,2.6972825636715334,
49.2169893,-122.9578043,2.2783805637839385,,1.9839189266061428
49.2653451,-122.9953721,2.644210820544443,,2.13658475874533
49.216853,-122.9807,0.8861069175594708,,1.0415560961923451
49.2786273,-122.9036843,,2.9454921500292475,
49.2192361,-122.9867791,0.4702529124039667,,0.8116496661402304
49.2310362,-123.0099193,1.7693861051892066,,2.1003435629071148
49.2679573,-123.0028462,2.3718569272316063,,2.3692493356687137
49.263049,-122.970628,1.1363080814976745,,1.6771721034766665
49.2310362,-123.0099193,1.7693861051892066,,2.1003435629071148
49.2141679,-122.9482972,,,2.679340718695147
49.2538916,-122.9052662,,0.9710243035591355,
49.207567,-122.994958,1.8436704487470015,,1.6698169422424414
49.2650199,-122.9940629,2.614958558183419,,2.1348045712013386
49.2185757,-122.9495349,2.815622298730397,,2.597246604534417
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.280126,-122.9097613,,2.9818480046976554,
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2303313,-123.0112513,1.7744134050071665,,2.1341302501078365
49.2303313,-123.0112513,1.7744134050071665,,2.1341302501078365
49.2264377,-122.9388502,,,
49.2628157,-123.0040913,1.845613140980331,,2.242002397343233
49.2281534,-123.0024659,1.9261480990566042,,1.8012280166167345
49.263299,-122.9871419,2.485653870348551,,2.1656475291639232
49.2775737,-122.996226,,,1.2203857423443674
49.2303313,-123.0112513,1.7744134050071665,,2.1341302501078365
49.2274664,-123.0027837,1.9413649464769456,,1.8101773310881062
49.2485981,-122.9009588,,0.9062663900600496,
49.2667192,-122.9955374,2.730974046675971,,2.1914508586620545
49.2675757,-123.0136292,2.0452593330236186,,2.03309938097804
49.2657153,-123.0035906,2.131131216435814,,2.3020635444489406
49.2501393,-122.8940917,,1.0377875495008186,
49.2654886,-122.9959262,2.657466709460431,,2.138250149713583
49.2258071,-122.9860968,0.28528244535362807,,1.9033571932867006
49.2250022,-123.0055424,2.0118301170578516,,1.527809992110537
49.2758163,-123.0052987,,,2.147523970601732
49.22818,-122.997365,2.003005181837097,,2.003047160510124
49.2799275,-123.0072385,,,1.617227863044698
49.2152135,-122.9561994,2.455791029299242,,2.0993795347428628
49.2633098,-122.9864015,2.483947399813305,,2.181593315680902
49.2303313,-123.0112513,1.7744134050071665,,2.1341302501078365
49.2496538,-122.9070579,,0.9117816834991883,
49.218985,-122.965728,1.6625492428668667,,2.020733486196173
49.2628157,-123.0040913,1.845613140980331,,2.242002397343233
49.2625734,-123.0005502,1.991439925812237,,2.0302296418903074
49.227564,-122.994419,1.5778893188093974,,2.0385683374169785
49.2681014,-122.9951162,2.8186662359411803,,2.2558282249280937
49.2303996,-123.0121876,1.7652397273454763,,2.1470607178896364
49.2124065,-122.9515583,2.889552221377623,,2.467404132551504
49.2470668,-122.9026341,,0.952445547547927,
49.2310362,-123.0099193,1.7693861051892066,,2.1003435629071148
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2308967,-123.0114387,1.758217269138693,,2.124016779992613
49.2652591,-123.0046757,2.046316890093473,,2.281722973472646
49.2634288,-123.0036019,1.9214523225158913,,2.0687386200094724
49.254323,-123.01659,1.5742200605552081,,1.8992893703964522
49.277166,-122.954096,2.3899126056799624,,
49.272776,-122.9772738,2.2780023099726154,,2.6052170396076235
49.2803841,-122.9078867,,,
49.2189135,-122.9501669,2.7635036893009652,,2.556093888181279
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.2303313,-123.0112513,1.7744134050071665,,2.1341302501078365
49.2303996,-123.0121876,1.7652397273454763,,2.1470607178896364
49.2501393,-122.8940917,,1.0377875495008186,
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2668168,-122.9959763,2.7411053613355474,,2.19197632475519
49.2470143,-122.8987406,,0.9367435854518714,
49.2629687,-123.0002697,2.0374000961451095,,2.040965863207992
49.2625734,-123.0005502,1.991439925812237,,2.0302296418903074
49.2282319,-123.0035719,1.9103416984480024,,1.8218111037559068
49.2274664,-123.0027837,1.9413649464769456,,1.8101773310881062
49.2658543,-123.0051779,2.084683085800973,,2.2906150280473696
49.2654886,-122.9959262,2.657466709460431,,2.138250149713583
49.2634236,-122.9977824,2.55443086977477,,2.055094771688533
49.2238213,-122.9937756,1.547501727120549,,0.8001006107301978
49.2758085,-123.0054768,,,2.138692964491001
49.2150966,-122.9582275,2.324874188246432,,1.952844102344915
49.2668115,-123.0007786,2.3462291639623283,,2.1723988417776123
49.2145617,-122.9572539,2.4135906156559965,,2.0273284796874966
49.2686766,-123.0057295,2.345046197841988,,2.1892860051271317
49.2629537,-123.0081528,1.6977685206301465,,2.221754744813583
49.2206379,-122.9991061,1.6727352698447961,,1.5970539718991572
49.2675757,-123.0136292,2.0452593330236186,,2.03309938097804
49.2821518,-122.9542069,2.9374685646774665,,
49.2118197,-123.0205554,2.5281516896994134,,2.574947464689814
49.2799961,-122.9088637,,2.9817106403719285,
49.2079386,-122.9845469,1.736895638554928,,1.6268915939990602
49.2231939,-122.9937275,1.5595553992659401,,0.795403652692996
49.2681066,-123.0110276,2.148819806151134,,2.074787305924124
49.2282319,-123.0035719,1.9103416984480024,,1.8218111037559068
49.2125881,-122.9523974,2.82580368523982,,2.404002573738413
49.2455596,-122.895764,,1.0546641481546728,
49.210093,-122.9816073,1.5454878553793157,,1.482723841930618
49.2501393,-122.8940917,,1.0377875495008186,
49.249691,-122.8938104,,1.033555059866636,
49.268316,-123.0137445,2.124241962698299,,2.042337289483083
49.265457,-123.0130449,1.8256569386362869,,2.0168393810390994
49.225455,-123.010441,1.9688306796190587,,1.6398814581310568
49.226376,-122.9385734,,,
49.279947,-122.905852,,,
49.263637,-122.982226,1.8662568247108076,,2.011314653339184
49.2304203,-123.003606,1.8624462481196062,,2.204870045383597
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.2654886,-122.9959262,2.657466709460431,,2.138250149713583
49.216853,-122.9807,0.8861069175594708,,1.0415560961923451
49.216274,-122.957773,2.3067766300829295,,1.9834233906128793
49.2244388,-123.0029375,1.5625925568409644,,1.4878813335212724
49.2673542,-123.0057212,2.213022892731975,,2.3226119661126563
49.225746,-122.9770707,0.8056494564354038,,2.10264087464938
49.249803,-122.898627,,0.9160068409643474,
49.2238213,-122.9937756,1.547501727120549,,0.8001006107301978
49.2185757,-122.9495349,2.815622298730397,,2.597246604534417
49.2234189,-122.9921505,1.5505654386592267,,0.8092759916318781
49.2721485,-122.9490156,1.9515007043621249,,
49.2316202,-122.9639304,2.334778322332887,,2.466712244435814
49.2398975,-122.9634939,2.171015606482322,,2.1705248711346843
49.2460222,-122.8946614,,1.0511700380593183,
49.2670015,-122.9984526,2.4640657903863303,,2.1848142954469356
49.2287643,-123.0086023,1.842889124972561,,2.1356160249810494
49.2301547,-122.9412984,,,
49.2501393,-122.8940917,,1.0377875495008186,
49.2172046,-123.003453,1.890470629060483,,1.8064978850805247
49.2660049,-122.9843449,2.129799923157768,,2.090325503223605
49.2393431,-122.9623121,2.2039511714467337,,1.8631909216885008
49.2203583,-122.9881577,0.34435598238879284,,0.8094601343421008
49.2658543,-123.0051779,2.084683085800973,,2.2906150280473696
49.2628157,-123.0040913,1.845613140980331,,2.242002397343233
49.221432,-122.958892,2.095554675146082,,1.995175772680973
49.2660049,-122.9843449,2.129799923157768,,2.090325503223605
49.2749846,-122.9587923,2.116981232132507,,
49.2650199,-122.9940629,2.614958558183419,,2.1348045712013386
49.2637912,-123.0041441,1.931035193400143,,2.2574780704093103
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2344881,-122.9899559,2.2393988776421847,,1.7495962052641787
49.2188776,-122.9516158,2.6608567217338326,,2.451216446473544
49.2438332,-123.0209866,1.0121279707281303,,1.8217844556153975
49.2538916,-122.9052662,,0.9710243035591355,
49.2679573,-123.0028462,2.3718569272316063,,2.3692493356687137
49.224346,-122.9937729,1.54201598862292,,1.5298976839673453
49.2516373,-122.9250701,2.534833026262929,1.3896433481126194,
49.280126,-122.9097613,,2.9818480046976554,
49.2889671,-123.0158783,,,2.2459906939325807
49.2129565,-122.9405535,,,
49.251989,-122.9231261,2.66676414705701,1.2534010360369974,
49.2556498,-123.0225504,1.6690373089576795,,2.066648068275942
49.249803,-122.898627,,0.9160068409643474,
49.222797,-122.9865126,0.10508932728422068,,0.9001009672562689
49.2544028,-123.0185021,1.5454986703889726,,1.8592277337694039
49.2106292,-122.9989037,1.6440115147579788,,1.4810023779809451
49.2804279,-122.982896,,,2.106431962652956
49.250438,-122.899744,,0.9207075889627898,
49.2231602,-122.9929446,1.5583727926612911,,0.7992573319372243
49.2812833,-123.0042914,,,0.5515369084175116
49.221649,-122.985201,0.26319309396507284,,0.9041058303621632
49.2332529,-123.0089651,1.7456116074179535,,2.0589474289801406
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.2231602,-122.9929446,1.5583727926612911,,0.7992573319372243
49.2530801,-122.8945553,,1.156881089541055,
49.2256248,-123.0048434,1.9887969440820843,,1.5055473083266513
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.21604,-122.981124,0.9464635993615752,,1.0369243190809012
49.2362095,-123.0214471,1.6559206334100605,,1.8969628923718183
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2259499,-123.0057445,1.9686294360263703,,1.5234997626780376
49.2287559,-123.0014456,1.926128661935773,,2.029912940865076
49.223193,-122.950781,2.6728549617414363,,2.6158782385337944
49.2404627,-123.0227695,1.010777235365837,,1.84541147821956
49.2637912,-123.0041441,1.931035193400143,,2.2574780704093103
49.2522069,-122.8945421,,1.1128534727072745,
49.2404493,-123.0226202,1.011622861660879,,1.8433128390000766
49.2199835,-122.9454448,,,2.912281545089643
49.2247834,-122.9931789,1.54068061835117,,1.5222359606954168
49.280126,-122.9097613,,2.9818480046976554,
49.2231602,-122.9929446,1.5583727926612911,,0.7992573319372243
49.2653451,-122.9953721,2.644210820544443,,2.13658475874533
49.209966,-122.9526639,2.945354553818504,,2.4484166265942604
49.2310362,-123.0099193,1.7693861051892066,,2.1003435629071148
49.2775465,-122.9100341,,2.6972825636715334,
49.2633098,-122.9864015,2.483947399813305,,2.181593315680902
49.2634236,-122.9977824,2.55443086977477,,2.055094771688533
49.2310362,-123.0099193,1.7693861051892066,,2.1003435629071148
49.2127248,-122.9727406,1.606186258989398,,1.7286796984898736
49.2195391,-122.9618593,1.9177564293090046,,2.2888064005819415
49.2809397,-123.0070017,,,1.6356113297233508
49.2651903,-122.9927966,2.616370785557087,,2.1551107421313733
49.2620475,-122.9680174,0.9241147293552449,,1.680777693167533
49.2250022,-123.0055424,2.0118301170578516,,1.527809992110537
49.223574,-122.952095,2.5773341997850703,,2.538886803582512
49.2753313,-122.9941881,,,2.1167816510620634
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2629537,-123.0081528,1.6977685206301465,,2.221754744813583
49.2703347,-122.993494,2.9632235470074724,,2.382856005940948
49.270342,-122.9932315,2.9618038088976486,,2.387057324568167
49.26584,-123.0140792,1.8496862007266799,,2.0087104008844765
49.2643254,-122.9951971,2.583331585852722,,2.098561115249191
49.2651874,-122.9927837,2.616117498296619,,2.155141392963783
49.262379,-122.970188,1.0620531549034824,,1.6287721093891712
49.2329703,-122.9419844,2.8497263653153198,2.898395713036146,
49.207198,-122.996194,1.9104470818715844,,1.7283125848819525
49.2802971,-122.9072684,,,
49.2632634,-122.99861,2.5531853770999193,,2.048788829973236
49.2537999,-122.9797612,2.208288391660283,,0.5972010347965954
49.2513283,-122.9386106,1.5915697743797115,1.513342762424983,2.690457076704217
49.2145216,-122.9473339,,,2.746454193832953
49.2804027,-122.9086955,,,
49.2326391,-122.9969561,1.9867146947052896,,1.9802214458652743
